index,file_id,file_name,api,rank,operation,segment,offset,size,start,end,ost,consec,seq
0,13758728497027012802,/mnt/IOLustre/io500/datafiles_0/2024.01.23-16.31.15/ior-easy/ior_file_easy,POSIX,0,write,0,0,8388608,1706045475.3796,1706045475.3931,1,False,False
1,13758728497027012802,/mnt/IOLustre/io500/datafiles_0/2024.01.23-16.31.15/ior-easy/ior_file_easy,POSIX,0,write,1,8388608,8388608,1706045475.3931,1706045475.4036,1,True,True
2,13758728497027012802,/mnt/IOLustre/io500/datafiles_0/2024.01.23-16.31.15/ior-easy/ior_file_easy,POSIX,0,write,2,16777216,8388608,1706045475.4036,1706045475.413,1,True,True
3,13758728497027012802,/mnt/IOLustre/io500/datafiles_0/2024.01.23-16.31.15/ior-easy/ior_file_easy,POSIX,0,write,3,25165824,8388608,1706045475.413,1706045475.5387,1,True,True
4,13758728497027012802,/mnt/IOLustre/io500/datafiles_0/2024.01.23-16.31.15/ior-easy/ior_file_easy,POSIX,0,write,4,33554432,8388608,1706045475.5387,1706045475.8664,1,True,True
5,13758728497027012802,/mnt/IOLustre/io500/datafiles_0/2024.01.23-16.31.15/ior-easy/ior_file_easy,POSIX,0,write,5,41943040,8388608,1706045475.8664,1706045476.0219,1,True,True
6,13758728497027012802,/mnt/IOLustre/io500/datafiles_0/2024.01.23-16.31.15/ior-easy/ior_file_easy,POSIX,0,write,6,50331648,8388608,1706045476.0219,1706045476.3503,1,True,True
7,13758728497027012802,/mnt/IOLustre/io500/datafiles_0/2024.01.23-16.31.15/ior-easy/ior_file_easy,POSIX,0,write,7,58720256,8388608,1706045476.3503,1706045476.5059,1,True,True
8,13758728497027012802,/mnt/IOLustre/io500/datafiles_0/2024.01.23-16.31.15/ior-easy/ior_file_easy,POSIX,0,write,8,67108864,8388608,1706045476.5059,1706045477.0077,1,True,True
9,13758728497027012802,/mnt/IOLustre/io500/datafiles_0/2024.01.23-16.31.15/ior-easy/ior_file_easy,POSIX,0,write,9,75497472,8388608,1706045477.0078,1706045477.1597,1,True,True
10,13758728497027012802,/mnt/IOLustre/io500/datafiles_0/2024.01.23-16.31.15/ior-easy/ior_file_easy,POSIX,0,write,10,83886080,8388608,1706045477.1597,1706045477.6232,1,True,True
11,13758728497027012802,/mnt/IOLustre/io500/datafiles_0/2024.01.23-16.31.15/ior-easy/ior_file_easy,POSIX,0,write,11,92274688,8388608,1706045477.6232,1706045477.7878,1,True,True
12,13758728497027012802,/mnt/IOLustre/io500/datafiles_0/2024.01.23-16.31.15/ior-easy/ior_file_easy,POSIX,0,write,12,100663296,8388608,1706045477.7878,1706045478.2558,1,True,True
13,13758728497027012802,/mnt/IOLustre/io500/datafiles_0/2024.01.23-16.31.15/ior-easy/ior_file_easy,POSIX,0,write,13,109051904,8388608,1706045478.2558,1706045478.7593,1,True,True
14,13758728497027012802,/mnt/IOLustre/io500/datafiles_0/2024.01.23-16.31.15/ior-easy/ior_file_easy,POSIX,0,write,14,117440512,8388608,1706045478.7593,1706045479.253,1,True,True
15,13758728497027012802,/mnt/IOLustre/io500/datafiles_0/2024.01.23-16.31.15/ior-easy/ior_file_easy,POSIX,0,write,15,125829120,8388608,1706045479.2531,1706045479.4088,1,True,True
16,13758728497027012802,/mnt/IOLustre/io500/datafiles_0/2024.01.23-16.31.15/ior-easy/ior_file_easy,POSIX,0,write,16,134217728,8388608,1706045479.4088,1706045479.8842,1,True,True
17,13758728497027012802,/mnt/IOLustre/io500/datafiles_0/2024.01.23-16.31.15/ior-easy/ior_file_easy,POSIX,0,write,17,142606336,8388608,1706045479.8843,1706045480.3705,1,True,True
18,13758728497027012802,/mnt/IOLustre/io500/datafiles_0/2024.01.23-16.31.15/ior-easy/ior_file_easy,POSIX,0,write,18,150994944,8388608,1706045480.3705,1706045480.5271,1,True,True
19,13758728497027012802,/mnt/IOLustre/io500/datafiles_0/2024.01.23-16.31.15/ior-easy/ior_file_easy,POSIX,0,write,19,159383552,8388608,1706045480.5271,1706045481.0309,1,True,True
20,13758728497027012802,/mnt/IOLustre/io500/datafiles_0/2024.01.23-16.31.15/ior-easy/ior_file_easy,POSIX,0,write,20,167772160,8388608,1706045481.031,1706045481.1937,1,True,True
21,13758728497027012802,/mnt/IOLustre/io500/datafiles_0/2024.01.23-16.31.15/ior-easy/ior_file_easy,POSIX,0,write,21,176160768,8388608,1706045481.1937,1706045481.6678,1,True,True
22,13758728497027012802,/mnt/IOLustre/io500/datafiles_0/2024.01.23-16.31.15/ior-easy/ior_file_easy,POSIX,0,write,22,184549376,8388608,1706045481.6678,1706045482.1619,1,True,True
23,13758728497027012802,/mnt/IOLustre/io500/datafiles_0/2024.01.23-16.31.15/ior-easy/ior_file_easy,POSIX,0,write,23,192937984,8388608,1706045482.162,1706045482.3179,1,True,True
24,13758728497027012802,/mnt/IOLustre/io500/datafiles_0/2024.01.23-16.31.15/ior-easy/ior_file_easy,POSIX,0,write,24,201326592,8388608,1706045482.3179,1706045483.1003,1,True,True
25,13758728497027012802,/mnt/IOLustre/io500/datafiles_0/2024.01.23-16.31.15/ior-easy/ior_file_easy,POSIX,0,write,25,209715200,8388608,1706045483.1003,1706045483.7092,1,True,True
26,13758728497027012802,/mnt/IOLustre/io500/datafiles_0/2024.01.23-16.31.15/ior-easy/ior_file_easy,POSIX,0,write,26,218103808,8388608,1706045483.7093,1706045484.32,1,True,True
27,13758728497027012802,/mnt/IOLustre/io500/datafiles_0/2024.01.23-16.31.15/ior-easy/ior_file_easy,POSIX,0,write,27,226492416,8388608,1706045484.32,1706045484.972,1,True,True
28,13758728497027012802,/mnt/IOLustre/io500/datafiles_0/2024.01.23-16.31.15/ior-easy/ior_file_easy,POSIX,0,write,28,234881024,8388608,1706045484.972,1706045485.6026,1,True,True
29,13758728497027012802,/mnt/IOLustre/io500/datafiles_0/2024.01.23-16.31.15/ior-easy/ior_file_easy,POSIX,0,write,29,243269632,8388608,1706045485.6026,1706045486.1001,1,True,True
30,13758728497027012802,/mnt/IOLustre/io500/datafiles_0/2024.01.23-16.31.15/ior-easy/ior_file_easy,POSIX,0,write,30,251658240,8388608,1706045486.1001,1706045486.5868,1,True,True
31,13758728497027012802,/mnt/IOLustre/io500/datafiles_0/2024.01.23-16.31.15/ior-easy/ior_file_easy,POSIX,0,write,31,260046848,8388608,1706045486.5868,1706045486.7423,1,True,True
32,13758728497027012802,/mnt/IOLustre/io500/datafiles_0/2024.01.23-16.31.15/ior-easy/ior_file_easy,POSIX,0,write,32,268435456,8388608,1706045486.7423,1706045487.2291,1,True,True
33,13758728497027012802,/mnt/IOLustre/io500/datafiles_0/2024.01.23-16.31.15/ior-easy/ior_file_easy,POSIX,0,write,33,276824064,8388608,1706045487.2291,1706045487.3914,1,True,True
34,13758728497027012802,/mnt/IOLustre/io500/datafiles_0/2024.01.23-16.31.15/ior-easy/ior_file_easy,POSIX,0,write,34,285212672,8388608,1706045487.3914,1706045487.8726,1,True,True
35,13758728497027012802,/mnt/IOLustre/io500/datafiles_0/2024.01.23-16.31.15/ior-easy/ior_file_easy,POSIX,0,write,35,293601280,8388608,1706045487.8727,1706045488.4944,1,True,True
36,13758728497027012802,/mnt/IOLustre/io500/datafiles_0/2024.01.23-16.31.15/ior-easy/ior_file_easy,POSIX,0,write,36,301989888,8388608,1706045488.4944,1706045489.0002,1,True,True
37,13758728497027012802,/mnt/IOLustre/io500/datafiles_0/2024.01.23-16.31.15/ior-easy/ior_file_easy,POSIX,0,write,37,310378496,8388608,1706045489.0002,1706045489.1544,1,True,True
38,13758728497027012802,/mnt/IOLustre/io500/datafiles_0/2024.01.23-16.31.15/ior-easy/ior_file_easy,POSIX,0,write,38,318767104,8388608,1706045489.1545,1706045489.6181,1,True,True
39,13758728497027012802,/mnt/IOLustre/io500/datafiles_0/2024.01.23-16.31.15/ior-easy/ior_file_easy,POSIX,0,write,39,327155712,8388608,1706045489.6182,1706045490.1007,1,True,True
40,13758728497027012802,/mnt/IOLustre/io500/datafiles_0/2024.01.23-16.31.15/ior-easy/ior_file_easy,POSIX,0,write,40,335544320,8388608,1706045490.1007,1706045490.7104,1,True,True
41,13758728497027012802,/mnt/IOLustre/io500/datafiles_0/2024.01.23-16.31.15/ior-easy/ior_file_easy,POSIX,0,write,41,343932928,8388608,1706045490.7104,1706045491.213,1,True,True
42,13758728497027012802,/mnt/IOLustre/io500/datafiles_0/2024.01.23-16.31.15/ior-easy/ior_file_easy,POSIX,0,write,42,352321536,8388608,1706045491.213,1706045491.3762,1,True,True
43,13758728497027012802,/mnt/IOLustre/io500/datafiles_0/2024.01.23-16.31.15/ior-easy/ior_file_easy,POSIX,0,write,43,360710144,8388608,1706045491.3762,1706045491.8605,1,True,True
44,13758728497027012802,/mnt/IOLustre/io500/datafiles_0/2024.01.23-16.31.15/ior-easy/ior_file_easy,POSIX,0,write,44,369098752,8388608,1706045491.8605,1706045492.34,1,True,True
45,13758728497027012802,/mnt/IOLustre/io500/datafiles_0/2024.01.23-16.31.15/ior-easy/ior_file_easy,POSIX,0,write,45,377487360,8388608,1706045492.34,1706045492.8414,1,True,True
46,13758728497027012802,/mnt/IOLustre/io500/datafiles_0/2024.01.23-16.31.15/ior-easy/ior_file_easy,POSIX,0,write,46,385875968,8388608,1706045492.8414,1706045493.3394,1,True,True
47,13758728497027012802,/mnt/IOLustre/io500/datafiles_0/2024.01.23-16.31.15/ior-easy/ior_file_easy,POSIX,0,write,47,394264576,8388608,1706045493.3394,1706045493.5056,1,True,True
48,13758728497027012802,/mnt/IOLustre/io500/datafiles_0/2024.01.23-16.31.15/ior-easy/ior_file_easy,POSIX,0,write,48,402653184,8388608,1706045493.5056,1706045493.9896,1,True,True
49,13758728497027012802,/mnt/IOLustre/io500/datafiles_0/2024.01.23-16.31.15/ior-easy/ior_file_easy,POSIX,0,write,49,411041792,8388608,1706045493.9896,1706045494.4973,1,True,True
50,13758728497027012802,/mnt/IOLustre/io500/datafiles_0/2024.01.23-16.31.15/ior-easy/ior_file_easy,POSIX,0,write,50,419430400,8388608,1706045494.4974,1706045494.6523,1,True,True
51,13758728497027012802,/mnt/IOLustre/io500/datafiles_0/2024.01.23-16.31.15/ior-easy/ior_file_easy,POSIX,0,write,51,427819008,8388608,1706045494.6523,1706045495.1538,1,True,True
52,13758728497027012802,/mnt/IOLustre/io500/datafiles_0/2024.01.23-16.31.15/ior-easy/ior_file_easy,POSIX,0,write,52,436207616,8388608,1706045495.1538,1706045495.3036,1,True,True
53,13758728497027012802,/mnt/IOLustre/io500/datafiles_0/2024.01.23-16.31.15/ior-easy/ior_file_easy,POSIX,0,write,53,444596224,8388608,1706045495.3036,1706045495.7867,1,True,True
54,13758728497027012802,/mnt/IOLustre/io500/datafiles_0/2024.01.23-16.31.15/ior-easy/ior_file_easy,POSIX,0,write,54,452984832,8388608,1706045495.7867,1706045496.2611,1,True,True
55,13758728497027012802,/mnt/IOLustre/io500/datafiles_0/2024.01.23-16.31.15/ior-easy/ior_file_easy,POSIX,0,write,55,461373440,8388608,1706045496.2611,1706045496.4226,1,True,True
56,13758728497027012802,/mnt/IOLustre/io500/datafiles_0/2024.01.23-16.31.15/ior-easy/ior_file_easy,POSIX,0,write,56,469762048,8388608,1706045496.4226,1706045496.912,1,True,True
57,13758728497027012802,/mnt/IOLustre/io500/datafiles_0/2024.01.23-16.31.15/ior-easy/ior_file_easy,POSIX,0,write,57,478150656,8388608,1706045496.912,1706045497.3848,1,True,True
58,13758728497027012802,/mnt/IOLustre/io500/datafiles_0/2024.01.23-16.31.15/ior-easy/ior_file_easy,POSIX,0,write,58,486539264,8388608,1706045497.3849,1706045498.0213,1,True,True
59,13758728497027012802,/mnt/IOLustre/io500/datafiles_0/2024.01.23-16.31.15/ior-easy/ior_file_easy,POSIX,0,write,59,494927872,8388608,1706045498.0213,1706045498.645,1,True,True
60,13758728497027012802,/mnt/IOLustre/io500/datafiles_0/2024.01.23-16.31.15/ior-easy/ior_file_easy,POSIX,0,write,60,503316480,8388608,1706045498.645,1706045499.1453,1,True,True
61,13758728497027012802,/mnt/IOLustre/io500/datafiles_0/2024.01.23-16.31.15/ior-easy/ior_file_easy,POSIX,0,write,61,511705088,8388608,1706045499.1453,1706045499.3008,1,True,True
62,13758728497027012802,/mnt/IOLustre/io500/datafiles_0/2024.01.23-16.31.15/ior-easy/ior_file_easy,POSIX,0,write,62,520093696,8388608,1706045499.3009,1706045499.8041,1,True,True
63,13758728497027012802,/mnt/IOLustre/io500/datafiles_0/2024.01.23-16.31.15/ior-easy/ior_file_easy,POSIX,0,write,63,528482304,8388608,1706045499.8042,1706045500.2845,1,True,True
64,13758728497027012802,/mnt/IOLustre/io500/datafiles_0/2024.01.23-16.31.15/ior-easy/ior_file_easy,POSIX,0,write,64,536870912,8388608,1706045500.2846,1706045500.7765,1,True,True
65,13758728497027012802,/mnt/IOLustre/io500/datafiles_0/2024.01.23-16.31.15/ior-easy/ior_file_easy,POSIX,0,write,65,545259520,8388608,1706045500.7765,1706045501.2584,1,True,True
66,13758728497027012802,/mnt/IOLustre/io500/datafiles_0/2024.01.23-16.31.15/ior-easy/ior_file_easy,POSIX,0,write,66,553648128,8388608,1706045501.2584,1706045501.4128,1,True,True
