index,file_id,file_name,api,rank,operation,segment,offset,size,start,end,ost,consec,seq
67,13758728497027012802,/mnt/IOLustre/io500/datafiles_0/2024.01.23-16.31.15/ior-easy/ior_file_easy,POSIX,0,write,67,562036736,8388608,1706045501.4128,1706045501.9116,1,True,True
68,13758728497027012802,/mnt/IOLustre/io500/datafiles_0/2024.01.23-16.31.15/ior-easy/ior_file_easy,POSIX,0,write,68,570425344,8388608,1706045501.9116,1706045502.0743,1,True,True
69,13758728497027012802,/mnt/IOLustre/io500/datafiles_0/2024.01.23-16.31.15/ior-easy/ior_file_easy,POSIX,0,write,69,578813952,8388608,1706045502.0744,1706045502.5583,1,True,True
70,13758728497027012802,/mnt/IOLustre/io500/datafiles_0/2024.01.23-16.31.15/ior-easy/ior_file_easy,POSIX,0,write,70,587202560,8388608,1706045502.5583,1706045502.7198,1,True,True
71,13758728497027012802,/mnt/IOLustre/io500/datafiles_0/2024.01.23-16.31.15/ior-easy/ior_file_easy,POSIX,0,write,71,595591168,8388608,1706045502.7198,1706045503.0604,1,True,True
72,13758728497027012802,/mnt/IOLustre/io500/datafiles_0/2024.01.23-16.31.15/ior-easy/ior_file_easy,POSIX,0,write,72,603979776,8388608,1706045503.0604,1706045503.2135,1,True,True
73,13758728497027012802,/mnt/IOLustre/io500/datafiles_0/2024.01.23-16.31.15/ior-easy/ior_file_easy,POSIX,0,write,73,612368384,8388608,1706045503.2135,1706045503.7166,1,True,True
74,13758728497027012802,/mnt/IOLustre/io500/datafiles_0/2024.01.23-16.31.15/ior-easy/ior_file_easy,POSIX,0,write,74,620756992,8388608,1706045503.7166,1706045503.8664,1,True,True
75,13758728497027012802,/mnt/IOLustre/io500/datafiles_0/2024.01.23-16.31.15/ior-easy/ior_file_easy,POSIX,0,write,75,629145600,8388608,1706045503.8665,1706045504.3434,1,True,True
76,13758728497027012802,/mnt/IOLustre/io500/datafiles_0/2024.01.23-16.31.15/ior-easy/ior_file_easy,POSIX,0,write,76,637534208,8388608,1706045504.3434,1706045504.5059,1,True,True
77,13758728497027012802,/mnt/IOLustre/io500/datafiles_0/2024.01.23-16.31.15/ior-easy/ior_file_easy,POSIX,0,write,77,645922816,8388608,1706045504.5059,1706045504.9742,1,True,True
78,13758728497027012802,/mnt/IOLustre/io500/datafiles_0/2024.01.23-16.31.15/ior-easy/ior_file_easy,POSIX,0,write,78,654311424,8388608,1706045504.9742,1706045505.4442,1,True,True
79,13758728497027012802,/mnt/IOLustre/io500/datafiles_0/2024.01.23-16.31.15/ior-easy/ior_file_easy,POSIX,0,write,79,662700032,8388608,1706045505.4443,1706045505.9281,1,True,True
80,13758728497027012802,/mnt/IOLustre/io500/datafiles_0/2024.01.23-16.31.15/ior-easy/ior_file_easy,POSIX,0,write,80,671088640,8388608,1706045505.9281,1706045506.4135,1,True,True
81,13758728497027012802,/mnt/IOLustre/io500/datafiles_0/2024.01.23-16.31.15/ior-easy/ior_file_easy,POSIX,0,write,81,679477248,8388608,1706045506.4135,1706045506.9149,1,True,True
82,13758728497027012802,/mnt/IOLustre/io500/datafiles_0/2024.01.23-16.31.15/ior-easy/ior_file_easy,POSIX,0,write,82,687865856,8388608,1706045506.9149,1706045507.0768,1,True,True
83,13758728497027012802,/mnt/IOLustre/io500/datafiles_0/2024.01.23-16.31.15/ior-easy/ior_file_easy,POSIX,0,write,83,696254464,8388608,1706045507.0769,1706045507.565,1,True,True
84,13758728497027012802,/mnt/IOLustre/io500/datafiles_0/2024.01.23-16.31.15/ior-easy/ior_file_easy,POSIX,0,write,84,704643072,8388608,1706045507.5651,1706045508.0474,1,True,True
85,13758728497027012802,/mnt/IOLustre/io500/datafiles_0/2024.01.23-16.31.15/ior-easy/ior_file_easy,POSIX,0,write,85,713031680,8388608,1706045508.0474,1706045508.5291,1,True,True
86,13758728497027012802,/mnt/IOLustre/io500/datafiles_0/2024.01.23-16.31.15/ior-easy/ior_file_easy,POSIX,0,write,86,721420288,8388608,1706045508.5291,1706045508.6911,1,True,True
87,13758728497027012802,/mnt/IOLustre/io500/datafiles_0/2024.01.23-16.31.15/ior-easy/ior_file_easy,POSIX,0,write,87,729808896,8388608,1706045508.6911,1706045509.1753,1,True,True
88,13758728497027012802,/mnt/IOLustre/io500/datafiles_0/2024.01.23-16.31.15/ior-easy/ior_file_easy,POSIX,0,write,88,738197504,8388608,1706045509.1753,1706045509.7992,1,True,True
89,13758728497027012802,/mnt/IOLustre/io500/datafiles_0/2024.01.23-16.31.15/ior-easy/ior_file_easy,POSIX,0,write,89,746586112,8388608,1706045509.7992,1706045510.3047,1,True,True
90,13758728497027012802,/mnt/IOLustre/io500/datafiles_0/2024.01.23-16.31.15/ior-easy/ior_file_easy,POSIX,0,write,90,754974720,8388608,1706045510.3047,1706045510.7928,1,True,True
91,13758728497027012802,/mnt/IOLustre/io500/datafiles_0/2024.01.23-16.31.15/ior-easy/ior_file_easy,POSIX,0,write,91,763363328,8388608,1706045510.7928,1706045510.9489,1,True,True
92,13758728497027012802,/mnt/IOLustre/io500/datafiles_0/2024.01.23-16.31.15/ior-easy/ior_file_easy,POSIX,0,write,92,771751936,8388608,1706045510.9489,1706045511.4402,1,True,True
93,13758728497027012802,/mnt/IOLustre/io500/datafiles_0/2024.01.23-16.31.15/ior-easy/ior_file_easy,POSIX,0,write,93,780140544,8388608,1706045511.4403,1706045511.6012,1,True,True
94,13758728497027012802,/mnt/IOLustre/io500/datafiles_0/2024.01.23-16.31.15/ior-easy/ior_file_easy,POSIX,0,write,94,788529152,8388608,1706045511.6012,1706045512.0779,1,True,True
95,13758728497027012802,/mnt/IOLustre/io500/datafiles_0/2024.01.23-16.31.15/ior-easy/ior_file_easy,POSIX,0,write,95,796917760,8388608,1706045512.0779,1706045512.7016,1,True,True
96,13758728497027012802,/mnt/IOLustre/io500/datafiles_0/2024.01.23-16.31.15/ior-easy/ior_file_easy,POSIX,0,write,96,805306368,8388608,1706045512.7017,1706045513.2021,1,True,True
97,13758728497027012802,/mnt/IOLustre/io500/datafiles_0/2024.01.23-16.31.15/ior-easy/ior_file_easy,POSIX,0,write,97,813694976,8388608,1706045513.2021,1706045513.3576,1,True,True
98,13758728497027012802,/mnt/IOLustre/io500/datafiles_0/2024.01.23-16.31.15/ior-easy/ior_file_easy,POSIX,0,write,98,822083584,8388608,1706045513.3577,1706045513.8436,1,True,True
99,13758728497027012802,/mnt/IOLustre/io500/datafiles_0/2024.01.23-16.31.15/ior-easy/ior_file_easy,POSIX,0,write,99,830472192,8388608,1706045513.8436,1706045514.0058,1,True,True
100,13758728497027012802,/mnt/IOLustre/io500/datafiles_0/2024.01.23-16.31.15/ior-easy/ior_file_easy,POSIX,0,write,100,838860800,8388608,1706045514.0058,1706045514.4895,1,True,True
101,13758728497027012802,/mnt/IOLustre/io500/datafiles_0/2024.01.23-16.31.15/ior-easy/ior_file_easy,POSIX,0,write,101,847249408,8388608,1706045514.4895,1706045514.9679,1,True,True
102,13758728497027012802,/mnt/IOLustre/io500/datafiles_0/2024.01.23-16.31.15/ior-easy/ior_file_easy,POSIX,0,write,102,855638016,8388608,1706045514.9679,1706045515.1301,1,True,True
103,13758728497027012802,/mnt/IOLustre/io500/datafiles_0/2024.01.23-16.31.15/ior-easy/ior_file_easy,POSIX,0,write,103,864026624,8388608,1706045515.1301,1706045515.6061,1,True,True
104,13758728497027012802,/mnt/IOLustre/io500/datafiles_0/2024.01.23-16.31.15/ior-easy/ior_file_easy,POSIX,0,write,104,872415232,8388608,1706045515.6061,1706045516.092,1,True,True
105,13758728497027012802,/mnt/IOLustre/io500/datafiles_0/2024.01.23-16.31.15/ior-easy/ior_file_easy,POSIX,0,write,105,880803840,8388608,1706045516.0921,1706045516.569,1,True,True
106,13758728497027012802,/mnt/IOLustre/io500/datafiles_0/2024.01.23-16.31.15/ior-easy/ior_file_easy,POSIX,0,write,106,889192448,8388608,1706045516.569,1706045516.7309,1,True,True
107,13758728497027012802,/mnt/IOLustre/io500/datafiles_0/2024.01.23-16.31.15/ior-easy/ior_file_easy,POSIX,0,write,107,897581056,8388608,1706045516.731,1706045517.2079,1,True,True
108,13758728497027012802,/mnt/IOLustre/io500/datafiles_0/2024.01.23-16.31.15/ior-easy/ior_file_easy,POSIX,0,write,108,905969664,8388608,1706045517.2079,1706045517.5318,1,True,True
109,13758728497027012802,/mnt/IOLustre/io500/datafiles_0/2024.01.23-16.31.15/ior-easy/ior_file_easy,POSIX,0,write,109,914358272,8388608,1706045517.5318,1706045518.0212,1,True,True
110,13758728497027012802,/mnt/IOLustre/io500/datafiles_0/2024.01.23-16.31.15/ior-easy/ior_file_easy,POSIX,0,write,110,922746880,8388608,1706045518.0212,1706045518.176,1,True,True
111,13758728497027012802,/mnt/IOLustre/io500/datafiles_0/2024.01.23-16.31.15/ior-easy/ior_file_easy,POSIX,0,write,111,931135488,8388608,1706045518.176,1706045518.516,1,True,True
112,13758728497027012802,/mnt/IOLustre/io500/datafiles_0/2024.01.23-16.31.15/ior-easy/ior_file_easy,POSIX,0,write,112,939524096,8388608,1706045518.516,1706045518.6786,1,True,True
113,13758728497027012802,/mnt/IOLustre/io500/datafiles_0/2024.01.23-16.31.15/ior-easy/ior_file_easy,POSIX,0,write,113,947912704,8388608,1706045518.6786,1706045519.0136,1,True,True
114,13758728497027012802,/mnt/IOLustre/io500/datafiles_0/2024.01.23-16.31.15/ior-easy/ior_file_easy,POSIX,0,write,114,956301312,8388608,1706045519.0136,1706045519.1703,1,True,True
115,13758728497027012802,/mnt/IOLustre/io500/datafiles_0/2024.01.23-16.31.15/ior-easy/ior_file_easy,POSIX,0,write,115,964689920,8388608,1706045519.1703,1706045519.6364,1,True,True
116,13758728497027012802,/mnt/IOLustre/io500/datafiles_0/2024.01.23-16.31.15/ior-easy/ior_file_easy,POSIX,0,write,116,973078528,8388608,1706045519.6364,1706045520.0985,1,True,True
117,13758728497027012802,/mnt/IOLustre/io500/datafiles_0/2024.01.23-16.31.15/ior-easy/ior_file_easy,POSIX,0,write,117,981467136,8388608,1706045520.0985,1706045520.5815,1,True,True
118,13758728497027012802,/mnt/IOLustre/io500/datafiles_0/2024.01.23-16.31.15/ior-easy/ior_file_easy,POSIX,0,write,118,989855744,8388608,1706045520.5815,1706045521.072,1,True,True
119,13758728497027012802,/mnt/IOLustre/io500/datafiles_0/2024.01.23-16.31.15/ior-easy/ior_file_easy,POSIX,0,write,119,998244352,8388608,1706045521.0721,1706045521.5533,1,True,True
120,13758728497027012802,/mnt/IOLustre/io500/datafiles_0/2024.01.23-16.31.15/ior-easy/ior_file_easy,POSIX,0,write,120,1006632960,8388608,1706045521.5533,1706045521.7063,1,True,True
121,13758728497027012802,/mnt/IOLustre/io500/datafiles_0/2024.01.23-16.31.15/ior-easy/ior_file_easy,POSIX,0,write,121,1015021568,8388608,1706045521.7063,1706045522.1898,1,True,True
122,13758728497027012802,/mnt/IOLustre/io500/datafiles_0/2024.01.23-16.31.15/ior-easy/ior_file_easy,POSIX,0,write,122,1023410176,8388608,1706045522.1899,1706045522.3528,1,True,True
123,13758728497027012802,/mnt/IOLustre/io500/datafiles_0/2024.01.23-16.31.15/ior-easy/ior_file_easy,POSIX,0,write,123,1031798784,8388608,1706045522.3528,1706045522.8311,1,True,True
124,13758728497027012802,/mnt/IOLustre/io500/datafiles_0/2024.01.23-16.31.15/ior-easy/ior_file_easy,POSIX,0,write,124,1040187392,8388608,1706045522.8311,1706045523.3036,1,True,True
125,13758728497027012802,/mnt/IOLustre/io500/datafiles_0/2024.01.23-16.31.15/ior-easy/ior_file_easy,POSIX,0,write,125,1048576000,8388608,1706045523.3036,1706045523.9362,1,True,True
126,13758728497027012802,/mnt/IOLustre/io500/datafiles_0/2024.01.23-16.31.15/ior-easy/ior_file_easy,POSIX,0,write,126,1056964608,8388608,1706045523.9362,1706045524.4993,1,True,True
127,13758728497027012802,/mnt/IOLustre/io500/datafiles_0/2024.01.23-16.31.15/ior-easy/ior_file_easy,POSIX,0,write,127,1065353216,8388608,1706045524.4993,1706045524.6632,1,True,True
128,13758728497027012802,/mnt/IOLustre/io500/datafiles_0/2024.01.23-16.31.15/ior-easy/ior_file_easy,POSIX,0,read,0,0,8388608,1706045526.9383,1706045526.9421,1,False,False
129,13758728497027012802,/mnt/IOLustre/io500/datafiles_0/2024.01.23-16.31.15/ior-easy/ior_file_easy,POSIX,0,read,1,8388608,8388608,1706045526.9463,1706045526.9492,1,True,True
130,13758728497027012802,/mnt/IOLustre/io500/datafiles_0/2024.01.23-16.31.15/ior-easy/ior_file_easy,POSIX,0,read,2,16777216,8388608,1706045526.9527,1706045526.9554,1,True,True
131,13758728497027012802,/mnt/IOLustre/io500/datafiles_0/2024.01.23-16.31.15/ior-easy/ior_file_easy,POSIX,0,read,3,25165824,8388608,1706045526.9584,1706045526.961,1,True,True
132,13758728497027012802,/mnt/IOLustre/io500/datafiles_0/2024.01.23-16.31.15/ior-easy/ior_file_easy,POSIX,0,read,4,33554432,8388608,1706045526.9639,1706045526.9667,1,True,True
133,13758728497027012802,/mnt/IOLustre/io500/datafiles_0/2024.01.23-16.31.15/ior-easy/ior_file_easy,POSIX,0,read,5,41943040,8388608,1706045526.9696,1706045526.9724,1,True,True
134,13758728497027012802,/mnt/IOLustre/io500/datafiles_0/2024.01.23-16.31.15/ior-easy/ior_file_easy,POSIX,0,read,6,50331648,8388608,1706045526.9753,1706045526.9781,1,True,True
135,13758728497027012802,/mnt/IOLustre/io500/datafiles_0/2024.01.23-16.31.15/ior-easy/ior_file_easy,POSIX,0,read,7,58720256,8388608,1706045526.9811,1706045526.9839,1,True,True
136,13758728497027012802,/mnt/IOLustre/io500/datafiles_0/2024.01.23-16.31.15/ior-easy/ior_file_easy,POSIX,0,read,8,67108864,8388608,1706045526.9868,1706045526.9896,1,True,True
137,13758728497027012802,/mnt/IOLustre/io500/datafiles_0/2024.01.23-16.31.15/ior-easy/ior_file_easy,POSIX,0,read,9,75497472,8388608,1706045526.9925,1706045526.9952,1,True,True
138,13758728497027012802,/mnt/IOLustre/io500/datafiles_0/2024.01.23-16.31.15/ior-easy/ior_file_easy,POSIX,0,read,10,83886080,8388608,1706045526.9981,1706045527.0008,1,True,True
139,13758728497027012802,/mnt/IOLustre/io500/datafiles_0/2024.01.23-16.31.15/ior-easy/ior_file_easy,POSIX,0,read,11,92274688,8388608,1706045527.0037,1706045527.0064,1,True,True
