# darshan log version: 3.41
# compression method: ZLIB
# exe: /mnt/IOLustre/io500/io500 Trace_Dataset/ior-easy/ior-easy_api_MPIIO_blockSize_1073741824_transferSize_1M_filePerProc_False_uniqueDir_True_.ini --timestamp 2024.01.10-22.44.02
# uid: 0
# jobid: 1134454
# start_time: 1704944643
# start_time_asci: Wed Jan 10 22:44:03 2024
# end_time: 1704944657
# end_time_asci: Wed Jan 10 22:44:17 2024
# nprocs: 1
# run time: 14.1591
# metadata: lib_ver = 3.4.2
# metadata: h = romio_no_indep_rw=true;cb_nodes=4

# log file regions
# -------------------------------------------------------
# header: 1328 bytes (uncompressed)
# job data: 359 bytes (compressed)
# record table: 201 bytes (compressed)
# POSIX module: 193 bytes (compressed), ver=4
# MPI-IO module: 0 bytes (compressed), ver=3
# LUSTRE module: 0 bytes (compressed), ver=1
# STDIO module: 0 bytes (compressed), ver=2
# DXT_POSIX module: 18841 bytes (compressed), ver=1
# HEATMAP module: 0 bytes (compressed), ver=1

# mounted file systems (mount point and fs type)
# -------------------------------------------------------
# mount entry:	/sys/firmware/efi/efivars	efivarfs
# mount entry:	/proc/sys/fs/binfmt_misc	autofs
# mount entry:	/sys/kernel/config	configfs
# mount entry:	/sys/fs/pstore	pstore
# mount entry:	/mnt/IOLustre	lustre
# mount entry:	/dev/mqueue	mqueue
# mount entry:	/boot/efi	vfat
# mount entry:	/client	ext4
# mount entry:	/home	ext4
# mount entry:	/boot	ext4
# mount entry:	/dev	devtmpfs
# mount entry:	/var	ext4
# mount entry:	/	ext4

# ***************************************************
# DXT_POSIX module data
# ***************************************************

# DXT, file_id: 1622462779593719803, file_name: /mnt/IOLustre/io500/datafiles/2024.01.10-22.44.02/ior-easy/ior_file_easy
# DXT, rank: 0, hostname: lab3
# DXT, write_count: 1024, read_count: 1024, open_count: 0, stat_count: 0
# DXT, mnt_pt: /mnt/IOLustre, fs_type: lustre
# Module    Rank  Wt/Rd  Segment          Offset       Length    Start(s)      End(s)
 X_POSIX       0  write      508       532676608         1048576      5.8288      5.8428
 X_POSIX       0  write      509       533725184         1048576      5.8428      5.8568
 X_POSIX       0  write      510       534773760         1048576      5.8568      5.8698
 X_POSIX       0  write      511       535822336         1048576      5.8698      5.8830
 X_POSIX       0  write      512       536870912         1048576      5.8830      5.8938
 X_POSIX       0  write      513       537919488         1048576      5.8938      5.9058
 X_POSIX       0  write      514       538968064         1048576      5.9058      5.9190
 X_POSIX       0  write      515       540016640         1048576      5.9190      5.9287
 X_POSIX       0  write      516       541065216         1048576      5.9288      5.9398
 X_POSIX       0  write      517       542113792         1048576      5.9398      5.9518
 X_POSIX       0  write      518       543162368         1048576      5.9518      5.9650
 X_POSIX       0  write      519       544210944         1048576      5.9650      5.9779
 X_POSIX       0  write      520       545259520         1048576      5.9779      5.9878
 X_POSIX       0  write      521       546308096         1048576      5.9878      5.9998
 X_POSIX       0  write      522       547356672         1048576      5.9998      6.0160
 X_POSIX       0  write      523       548405248         1048576      6.0160      6.0255
 X_POSIX       0  write      524       549453824         1048576      6.0256      6.0398
 X_POSIX       0  write      525       550502400         1048576      6.0398      6.0518
 X_POSIX       0  write      526       551550976         1048576      6.0518      6.0648
 X_POSIX       0  write      527       552599552         1048576      6.0648      6.0778
 X_POSIX       0  write      528       553648128         1048576      6.0778      6.0889
 X_POSIX       0  write      529       554696704         1048576      6.0889      6.1008
 X_POSIX       0  write      530       555745280         1048576      6.1008      6.1138
 X_POSIX       0  write      531       556793856         1048576      6.1138      6.1268
 X_POSIX       0  write      532       557842432         1048576      6.1268      6.1408
 X_POSIX       0  write      533       558891008         1048576      6.1408      6.1548
 X_POSIX       0  write      534       559939584         1048576      6.1548      6.1678
 X_POSIX       0  write      535       560988160         1048576      6.1678      6.1839
 X_POSIX       0  write      536       562036736         1048576      6.1839      6.1918
 X_POSIX       0  write      537       563085312         1048576      6.1918      6.2038
 X_POSIX       0  write      538       564133888         1048576      6.2038      6.2167
 X_POSIX       0  write      539       565182464         1048576      6.2168      6.2298
 X_POSIX       0  write      540       566231040         1048576      6.2298      6.2418
 X_POSIX       0  write      541       567279616         1048576      6.2418      6.2538
 X_POSIX       0  write      542       568328192         1048576      6.2538      6.2668
 X_POSIX       0  write      543       569376768         1048576      6.2668      6.2808
 X_POSIX       0  write      544       570425344         1048576      6.2808      6.2918
 X_POSIX       0  write      545       571473920         1048576      6.2918      6.3038
 X_POSIX       0  write      546       572522496         1048576      6.3038      6.3168
 X_POSIX       0  write      547       573571072         1048576      6.3168      6.3308
 X_POSIX       0  write      548       574619648         1048576      6.3308      6.3444
 X_POSIX       0  write      549       575668224         1048576      6.3444      6.3558
 X_POSIX       0  write      550       576716800         1048576      6.3558      6.3688
 X_POSIX       0  write      551       577765376         1048576      6.3688      6.3818
 X_POSIX       0  write      552       578813952         1048576      6.3818      6.3958
 X_POSIX       0  write      553       579862528         1048576      6.3958      6.4098
 X_POSIX       0  write      554       580911104         1048576      6.4098      6.4239
 X_POSIX       0  write      555       581959680         1048576      6.4239      6.4368
 X_POSIX       0  write      556       583008256         1048576      6.4368      6.4508
 X_POSIX       0  write      557       584056832         1048576      6.4508      6.4648
 X_POSIX       0  write      558       585105408         1048576      6.4648      6.4768
 X_POSIX       0  write      559       586153984         1048576      6.4768      6.4898
 X_POSIX       0  write      560       587202560         1048576      6.4898      6.5038
 X_POSIX       0  write      561       588251136         1048576      6.5038      6.5158
 X_POSIX       0  write      562       589299712         1048576      6.5158      6.5278
 X_POSIX       0  write      563       590348288         1048576      6.5278      6.5408
 X_POSIX       0  write      564       591396864         1048576      6.5408      6.5518
 X_POSIX       0  write      565       592445440         1048576      6.5518      6.5638
 X_POSIX       0  write      566       593494016         1048576      6.5638      6.5758
 X_POSIX       0  write      567       594542592         1048576      6.5758      6.5899
 X_POSIX       0  write      568       595591168         1048576      6.5899      6.6028
 X_POSIX       0  write      569       596639744         1048576      6.6028      6.6168
 X_POSIX       0  write      570       597688320         1048576      6.6168      6.6308
 X_POSIX       0  write      571       598736896         1048576      6.6308      6.6448
 X_POSIX       0  write      572       599785472         1048576      6.6448      6.6590
 X_POSIX       0  write      573       600834048         1048576      6.6590      6.6728
 X_POSIX       0  write      574       601882624         1048576      6.6728      6.6868
 X_POSIX       0  write      575       602931200         1048576      6.6868      6.6998
 X_POSIX       0  write      576       603979776         1048576      6.6998      6.7156
 X_POSIX       0  write      577       605028352         1048576      6.7156      6.7258
 X_POSIX       0  write      578       606076928         1048576      6.7258      6.7388
 X_POSIX       0  write      579       607125504         1048576      6.7388      6.7521
 X_POSIX       0  write      580       608174080         1048576      6.7521      6.7628
 X_POSIX       0  write      581       609222656         1048576      6.7628      6.7748
 X_POSIX       0  write      582       610271232         1048576      6.7748      6.7878
 X_POSIX       0  write      583       611319808         1048576      6.7878      6.8008
 X_POSIX       0  write      584       612368384         1048576      6.8008      6.8118
 X_POSIX       0  write      585       613416960         1048576      6.8118      6.8238
 X_POSIX       0  write      586       614465536         1048576      6.8238      6.8371
 X_POSIX       0  write      587       615514112         1048576      6.8372      6.8468
 X_POSIX       0  write      588       616562688         1048576      6.8468      6.8578
 X_POSIX       0  write      589       617611264         1048576      6.8578      6.8698
 X_POSIX       0  write      590       618659840         1048576      6.8698      6.8828
 X_POSIX       0  write      591       619708416         1048576      6.8828      6.8958
 X_POSIX       0  write      592       620756992         1048576      6.8958      6.9098
 X_POSIX       0  write      593       621805568         1048576      6.9098      6.9240
 X_POSIX       0  write      594       622854144         1048576      6.9240      6.9377
 X_POSIX       0  write      595       623902720         1048576      6.9378      6.9508
 X_POSIX       0  write      596       624951296         1048576      6.9508      6.9648
 X_POSIX       0  write      597       625999872         1048576      6.9648      6.9768
 X_POSIX       0  write      598       627048448         1048576      6.9768      6.9898
 X_POSIX       0  write      599       628097024         1048576      6.9898      7.0028
 X_POSIX       0  write      600       629145600         1048576      7.0028      7.0137
 X_POSIX       0  write      601       630194176         1048576      7.0137      7.0258
 X_POSIX       0  write      602       631242752         1048576      7.0258      7.0388
 X_POSIX       0  write      603       632291328         1048576      7.0388      7.0518
 X_POSIX       0  write      604       633339904         1048576      7.0518      7.0628
 X_POSIX       0  write      605       634388480         1048576      7.0628      7.0758
 X_POSIX       0  write      606       635437056         1048576      7.0758      7.0878
 X_POSIX       0  write      607       636485632         1048576      7.0878      7.1007
 X_POSIX       0  write      608       637534208         1048576      7.1008      7.1118
 X_POSIX       0  write      609       638582784         1048576      7.1118      7.1237
 X_POSIX       0  write      610       639631360         1048576      7.1237      7.1367
 X_POSIX       0  write      611       640679936         1048576      7.1368      7.1498
 X_POSIX       0  write      612       641728512         1048576      7.1498      7.1608
 X_POSIX       0  write      613       642777088         1048576      7.1608      7.1728
 X_POSIX       0  write      614       643825664         1048576      7.1728      7.1847
 X_POSIX       0  write      615       644874240         1048576      7.1848      7.1988
 X_POSIX       0  write      616       645922816         1048576      7.1989      7.2108
 X_POSIX       0  write      617       646971392         1048576      7.2108      7.2228
 X_POSIX       0  write      618       648019968         1048576      7.2228      7.2348
 X_POSIX       0  write      619       649068544         1048576      7.2348      7.2481
 X_POSIX       0  write      620       650117120         1048576      7.2481      7.2588
 X_POSIX       0  write      621       651165696         1048576      7.2588      7.2708
 X_POSIX       0  write      622       652214272         1048576      7.2708      7.2838
 X_POSIX       0  write      623       653262848         1048576      7.2838      7.2968
 X_POSIX       0  write      624       654311424         1048576      7.2968      7.3077
 X_POSIX       0  write      625       655360000         1048576      7.3077      7.3199
 X_POSIX       0  write      626       656408576         1048576      7.3200      7.3328
 X_POSIX       0  write      627       657457152         1048576      7.3328      7.3458
 X_POSIX       0  write      628       658505728         1048576      7.3458      7.3568
 X_POSIX       0  write      629       659554304         1048576      7.3568      7.3687
 X_POSIX       0  write      630       660602880         1048576      7.3688      7.3818
 X_POSIX       0  write      631       661651456         1048576      7.3818      7.3947
 X_POSIX       0  write      632       662700032         1048576      7.3948      7.4088
 X_POSIX       0  write      633       663748608         1048576      7.4088      7.4208
 X_POSIX       0  write      634       664797184         1048576      7.4208      7.4337
 X_POSIX       0  write      635       665845760         1048576      7.4338      7.4467
 X_POSIX       0  write      636       666894336         1048576      7.4468      7.4608
 X_POSIX       0  write      637       667942912         1048576      7.4608      7.4728
 X_POSIX       0  write      638       668991488         1048576      7.4728      7.4858
 X_POSIX       0  write      639       670040064         1048576      7.4858      7.4991
 X_POSIX       0  write      640       671088640         1048576      7.4991      7.5098
 X_POSIX       0  write      641       672137216         1048576      7.5098      7.5218
 X_POSIX       0  write      642       673185792         1048576      7.5218      7.5348
 X_POSIX       0  write      643       674234368         1048576      7.5348      7.5477
 X_POSIX       0  write      644       675282944         1048576      7.5478      7.5588
 X_POSIX       0  write      645       676331520         1048576      7.5588      7.5708
 X_POSIX       0  write      646       677380096         1048576      7.5708      7.5838
 X_POSIX       0  write      647       678428672         1048576      7.5838      7.5968
 X_POSIX       0  write      648       679477248         1048576      7.5968      7.6107
 X_POSIX       0  write      649       680525824         1048576      7.6108      7.6227
 X_POSIX       0  write      650       681574400         1048576      7.6228      7.6358
 X_POSIX       0  write      651       682622976         1048576      7.6358      7.6488
 X_POSIX       0  write      652       683671552         1048576      7.6488      7.6628
 X_POSIX       0  write      653       684720128         1048576      7.6628      7.6748
 X_POSIX       0  write      654       685768704         1048576      7.6748      7.6881
 X_POSIX       0  write      655       686817280         1048576      7.6881      7.7008
 X_POSIX       0  write      656       687865856         1048576      7.7008      7.7148
 X_POSIX       0  write      657       688914432         1048576      7.7148      7.7268
 X_POSIX       0  write      658       689963008         1048576      7.7268      7.7398
 X_POSIX       0  write      659       691011584         1048576      7.7398      7.7528
 X_POSIX       0  write      660       692060160         1048576      7.7528      7.7668
 X_POSIX       0  write      661       693108736         1048576      7.7668      7.7788
 X_POSIX       0  write      662       694157312         1048576      7.7788      7.7918
 X_POSIX       0  write      663       695205888         1048576      7.7918      7.8048
 X_POSIX       0  write      664       696254464         1048576      7.8048      7.8188
 X_POSIX       0  write      665       697303040         1048576      7.8188      7.8308
 X_POSIX       0  write      666       698351616         1048576      7.8308      7.8438
 X_POSIX       0  write      667       699400192         1048576      7.8438      7.8568
 X_POSIX       0  write      668       700448768         1048576      7.8568      7.8708
 X_POSIX       0  write      669       701497344         1048576      7.8708      7.8828
 X_POSIX       0  write      670       702545920         1048576      7.8828      7.8958
 X_POSIX       0  write      671       703594496         1048576      7.8958      7.9091
 X_POSIX       0  write      672       704643072         1048576      7.9091      7.9198
 X_POSIX       0  write      673       705691648         1048576      7.9198      7.9323
 X_POSIX       0  write      674       706740224         1048576      7.9323      7.9448
 X_POSIX       0  write      675       707788800         1048576      7.9448      7.9578
 X_POSIX       0  write      676       708837376         1048576      7.9578      7.9688
 X_POSIX       0  write      677       709885952         1048576      7.9688      7.9808
 X_POSIX       0  write      678       710934528         1048576      7.9808      7.9938
 X_POSIX       0  write      679       711983104         1048576      7.9938      8.0067
 X_POSIX       0  write      680       713031680         1048576      8.0068      8.0208
 X_POSIX       0  write      681       714080256         1048576      8.0208      8.0328
 X_POSIX       0  write      682       715128832         1048576      8.0328      8.0458
 X_POSIX       0  write      683       716177408         1048576      8.0458      8.0588
 X_POSIX       0  write      684       717225984         1048576      8.0588      8.0697
 X_POSIX       0  write      685       718274560         1048576      8.0697      8.0818
 X_POSIX       0  write      686       719323136         1048576      8.0818      8.0948
 X_POSIX       0  write      687       720371712         1048576      8.0948      8.1079
 X_POSIX       0  write      688       721420288         1048576      8.1079      8.1208
 X_POSIX       0  write      689       722468864         1048576      8.1208      8.1328
 X_POSIX       0  write      690       723517440         1048576      8.1328      8.1458
 X_POSIX       0  write      691       724566016         1048576      8.1458      8.1588
 X_POSIX       0  write      692       725614592         1048576      8.1588      8.1728
 X_POSIX       0  write      693       726663168         1048576      8.1728      8.1847
 X_POSIX       0  write      694       727711744         1048576      8.1848      8.1977
 X_POSIX       0  write      695       728760320         1048576      8.1977      8.2108
 X_POSIX       0  write      696       729808896         1048576      8.2108      8.2218
 X_POSIX       0  write      697       730857472         1048576      8.2218      8.2337
 X_POSIX       0  write      698       731906048         1048576      8.2337      8.2467
 X_POSIX       0  write      699       732954624         1048576      8.2468      8.2597
 X_POSIX       0  write      700       734003200         1048576      8.2598      8.2738
 X_POSIX       0  write      701       735051776         1048576      8.2738      8.2878
 X_POSIX       0  write      702       736100352         1048576      8.2878      8.3018
 X_POSIX       0  write      703       737148928         1048576      8.3018      8.3158
 X_POSIX       0  write      704       738197504         1048576      8.3158      8.3298
 X_POSIX       0  write      705       739246080         1048576      8.3298      8.3439
 X_POSIX       0  write      706       740294656         1048576      8.3439      8.3568
 X_POSIX       0  write      707       741343232         1048576      8.3568      8.3698
 X_POSIX       0  write      708       742391808         1048576      8.3698      8.3837
 X_POSIX       0  write      709       743440384         1048576      8.3837      8.3957
 X_POSIX       0  write      710       744488960         1048576      8.3957      8.4088
 X_POSIX       0  write      711       745537536         1048576      8.4088      8.4217
 X_POSIX       0  write      712       746586112         1048576      8.4218      8.4358
 X_POSIX       0  write      713       747634688         1048576      8.4358      8.4477
 X_POSIX       0  write      714       748683264         1048576      8.4477      8.4607
 X_POSIX       0  write      715       749731840         1048576      8.4608      8.4740
 X_POSIX       0  write      716       750780416         1048576      8.4740      8.4848
 X_POSIX       0  write      717       751828992         1048576      8.4848      8.4968
 X_POSIX       0  write      718       752877568         1048576      8.4968      8.5098
 X_POSIX       0  write      719       753926144         1048576      8.5098      8.5229
 X_POSIX       0  write      720       754974720         1048576      8.5229      8.5338
 X_POSIX       0  write      721       756023296         1048576      8.5338      8.5457
 X_POSIX       0  write      722       757071872         1048576      8.5457      8.5588
 X_POSIX       0  write      723       758120448         1048576      8.5588      8.5718
 X_POSIX       0  write      724       759169024         1048576      8.5718      8.5858
 X_POSIX       0  write      725       760217600         1048576      8.5858      8.5978
 X_POSIX       0  write      726       761266176         1048576      8.5978      8.6108
 X_POSIX       0  write      727       762314752         1048576      8.6108      8.6238
 X_POSIX       0  write      728       763363328         1048576      8.6238      8.6378
 X_POSIX       0  write      729       764411904         1048576      8.6378      8.6498
 X_POSIX       0  write      730       765460480         1048576      8.6498      8.6628
 X_POSIX       0  write      731       766509056         1048576      8.6628      8.6766
 X_POSIX       0  write      732       767557632         1048576      8.6766      8.6863
 X_POSIX       0  write      733       768606208         1048576      8.6863      8.6988
 X_POSIX       0  write      734       769654784         1048576      8.6988      8.7118
 X_POSIX       0  write      735       770703360         1048576      8.7118      8.7247
 X_POSIX       0  write      736       771751936         1048576      8.7247      8.7388
 X_POSIX       0  write      737       772800512         1048576      8.7388      8.7508
 X_POSIX       0  write      738       773849088         1048576      8.7508      8.7638
 X_POSIX       0  write      739       774897664         1048576      8.7638      8.7776
 X_POSIX       0  write      740       775946240         1048576      8.7776      8.7878
 X_POSIX       0  write      741       776994816         1048576      8.7878      8.7997
 X_POSIX       0  write      742       778043392         1048576      8.7997      8.8128
 X_POSIX       0  write      743       779091968         1048576      8.8128      8.8258
 X_POSIX       0  write      744       780140544         1048576      8.8258      8.8398
 X_POSIX       0  write      745       781189120         1048576      8.8398      8.8518
 X_POSIX       0  write      746       782237696         1048576      8.8518      8.8648
 X_POSIX       0  write      747       783286272         1048576      8.8648      8.8780
 X_POSIX       0  write      748       784334848         1048576      8.8781      8.8887
 X_POSIX       0  write      749       785383424         1048576      8.8888      8.9008
 X_POSIX       0  write      750       786432000         1048576      8.9008      8.9137
 X_POSIX       0  write      751       787480576         1048576      8.9137      8.9268
 X_POSIX       0  write      752       788529152         1048576      8.9268      8.9408
 X_POSIX       0  write      753       789577728         1048576      8.9408      8.9527
 X_POSIX       0  write      754       790626304         1048576      8.9527      8.9657
 X_POSIX       0  write      755       791674880         1048576      8.9657      8.9787
 X_POSIX       0  write      756       792723456         1048576      8.9788      8.9928
 X_POSIX       0  write      757       793772032         1048576      8.9928      9.0067
 X_POSIX       0  write      758       794820608         1048576      9.0067      9.0207
 X_POSIX       0  write      759       795869184         1048576      9.0207      9.0349
 X_POSIX       0  write      760       796917760         1048576      9.0349      9.0487
 X_POSIX       0  write      761       797966336         1048576      9.0487      9.0628
 X_POSIX       0  write      762       799014912         1048576      9.0628      9.0757
 X_POSIX       0  write      763       800063488         1048576      9.0757      9.0887
 X_POSIX       0  write      764       801112064         1048576      9.0888      9.1027
 X_POSIX       0  write      765       802160640         1048576      9.1027      9.1167
 X_POSIX       0  write      766       803209216         1048576      9.1167      9.1307
 X_POSIX       0  write      767       804257792         1048576      9.1307      9.1447
 X_POSIX       0  write      768       805306368         1048576      9.1448      9.1592
 X_POSIX       0  write      769       806354944         1048576      9.1592      9.1735
 X_POSIX       0  write      770       807403520         1048576      9.1735      9.1868
 X_POSIX       0  write      771       808452096         1048576      9.1868      9.2008
 X_POSIX       0  write      772       809500672         1048576      9.2008      9.2147
 X_POSIX       0  write      773       810549248         1048576      9.2147      9.2288
 X_POSIX       0  write      774       811597824         1048576      9.2288      9.2428
 X_POSIX       0  write      775       812646400         1048576      9.2428      9.2568
 X_POSIX       0  write      776       813694976         1048576      9.2568      9.2719
 X_POSIX       0  write      777       814743552         1048576      9.2719      9.2848
 X_POSIX       0  write      778       815792128         1048576      9.2848      9.2977
 X_POSIX       0  write      779       816840704         1048576      9.2977      9.3107
 X_POSIX       0  write      780       817889280         1048576      9.3108      9.3248
 X_POSIX       0  write      781       818937856         1048576      9.3248      9.3388
 X_POSIX       0  write      782       819986432         1048576      9.3388      9.3527
 X_POSIX       0  write      783       821035008         1048576      9.3528      9.3668
 X_POSIX       0  write      784       822083584         1048576      9.3668      9.3807
 X_POSIX       0  write      785       823132160         1048576      9.3808      9.3987
 X_POSIX       0  write      786       824180736         1048576      9.3987      9.4077
 X_POSIX       0  write      787       825229312         1048576      9.4078      9.4207
 X_POSIX       0  write      788       826277888         1048576      9.4207      9.4347
 X_POSIX       0  write      789       827326464         1048576      9.4348      9.4468
 X_POSIX       0  write      790       828375040         1048576      9.4468      9.4598
 X_POSIX       0  write      791       829423616         1048576      9.4598      9.4697
 X_POSIX       0  write      792       830472192         1048576      9.4697      9.4808
 X_POSIX       0  write      793       831520768         1048576      9.4808      9.4927
 X_POSIX       0  write      794       832569344         1048576      9.4927      9.5058
 X_POSIX       0  write      795       833617920         1048576      9.5058      9.5168
 X_POSIX       0  write      796       834666496         1048576      9.5169      9.5267
 X_POSIX       0  write      797       835715072         1048576      9.5268      9.5388
 X_POSIX       0  write      798       836763648         1048576      9.5388      9.5518
 X_POSIX       0  write      799       837812224         1048576      9.5518      9.5627
 X_POSIX       0  write      800       838860800         1048576      9.5628      9.5737
 X_POSIX       0  write      801       839909376         1048576      9.5738      9.5857
 X_POSIX       0  write      802       840957952         1048576      9.5857      9.5991
 X_POSIX       0  write      803       842006528         1048576      9.5991      9.6098
 X_POSIX       0  write      804       843055104         1048576      9.6098      9.6208
 X_POSIX       0  write      805       844103680         1048576      9.6208      9.6328
 X_POSIX       0  write      806       845152256         1048576      9.6328      9.6458
 X_POSIX       0  write      807       846200832         1048576      9.6458      9.6587
 X_POSIX       0  write      808       847249408         1048576      9.6588      9.6697
 X_POSIX       0  write      809       848297984         1048576      9.6698      9.6818
 X_POSIX       0  write      810       849346560         1048576      9.6818      9.6948
 X_POSIX       0  write      811       850395136         1048576      9.6948      9.7077
 X_POSIX       0  write      812       851443712         1048576      9.7077      9.7188
 X_POSIX       0  write      813       852492288         1048576      9.7188      9.7308
 X_POSIX       0  write      814       853540864         1048576      9.7308      9.7438
 X_POSIX       0  write      815       854589440         1048576      9.7438      9.7568
 X_POSIX       0  write      816       855638016         1048576      9.7568      9.7686
 X_POSIX       0  write      817       856686592         1048576      9.7686      9.7797
 X_POSIX       0  write      818       857735168         1048576      9.7797      9.7928
 X_POSIX       0  write      819       858783744         1048576      9.7928      9.8059
 X_POSIX       0  write      820       859832320         1048576      9.8060      9.8177
 X_POSIX       0  write      821       860880896         1048576      9.8178      9.8297
 X_POSIX       0  write      822       861929472         1048576      9.8297      9.8427
 X_POSIX       0  write      823       862978048         1048576      9.8427      9.8558
 X_POSIX       0  write      824       864026624         1048576      9.8558      9.8697
 X_POSIX       0  write      825       865075200         1048576      9.8698      9.8817
 X_POSIX       0  write      826       866123776         1048576      9.8818      9.8947
 X_POSIX       0  write      827       867172352         1048576      9.8947      9.9078
 X_POSIX       0  write      828       868220928         1048576      9.9078      9.9187
 X_POSIX       0  write      829       869269504         1048576      9.9187      9.9308
 X_POSIX       0  write      830       870318080         1048576      9.9308      9.9437
 X_POSIX       0  write      831       871366656         1048576      9.9437      9.9567
 X_POSIX       0  write      832       872415232         1048576      9.9568      9.9708
 X_POSIX       0  write      833       873463808         1048576      9.9708      9.9828
 X_POSIX       0  write      834       874512384         1048576      9.9828      9.9957
 X_POSIX       0  write      835       875560960         1048576      9.9957     10.0087
 X_POSIX       0  write      836       876609536         1048576     10.0088     10.0228
 X_POSIX       0  write      837       877658112         1048576     10.0228     10.0348
 X_POSIX       0  write      838       878706688         1048576     10.0348     10.0477
 X_POSIX       0  write      839       879755264         1048576     10.0477     10.0608
 X_POSIX       0  write      840       880803840         1048576     10.0608     10.0717
 X_POSIX       0  write      841       881852416         1048576     10.0718     10.0838
 X_POSIX       0  write      842       882900992         1048576     10.0838     10.0968
 X_POSIX       0  write      843       883949568         1048576     10.0968     10.1098
 X_POSIX       0  write      844       884998144         1048576     10.1098     10.1237
 X_POSIX       0  write      845       886046720         1048576     10.1237     10.1357
 X_POSIX       0  write      846       887095296         1048576     10.1357     10.1487
 X_POSIX       0  write      847       888143872         1048576     10.1488     10.1618
 X_POSIX       0  write      848       889192448         1048576     10.1618     10.1758
 X_POSIX       0  write      849       890241024         1048576     10.1758     10.1897
 X_POSIX       0  write      850       891289600         1048576     10.1898     10.2038
 X_POSIX       0  write      851       892338176         1048576     10.2038     10.2168
 X_POSIX       0  write      852       893386752         1048576     10.2168     10.2308
 X_POSIX       0  write      853       894435328         1048576     10.2308     10.2427
 X_POSIX       0  write      854       895483904         1048576     10.2428     10.2558
 X_POSIX       0  write      855       896532480         1048576     10.2558     10.2687
 X_POSIX       0  write      856       897581056         1048576     10.2687     10.2827
 X_POSIX       0  write      857       898629632         1048576     10.2827     10.2968
 X_POSIX       0  write      858       899678208         1048576     10.2968     10.3108
 X_POSIX       0  write      859       900726784         1048576     10.3108     10.3238
 X_POSIX       0  write      860       901775360         1048576     10.3238     10.3381
 X_POSIX       0  write      861       902823936         1048576     10.3381     10.3498
 X_POSIX       0  write      862       903872512         1048576     10.3498     10.3628
 X_POSIX       0  write      863       904921088         1048576     10.3628     10.3758
 X_POSIX       0  write      864       905969664         1048576     10.3758     10.3878
 X_POSIX       0  write      865       907018240         1048576     10.3878     10.3998
 X_POSIX       0  write      866       908066816         1048576     10.3998     10.4128
 X_POSIX       0  write      867       909115392         1048576     10.4128     10.4263
 X_POSIX       0  write      868       910163968         1048576     10.4263     10.4367
 X_POSIX       0  write      869       911212544         1048576     10.4368     10.4487
 X_POSIX       0  write      870       912261120         1048576     10.4488     10.4617
 X_POSIX       0  write      871       913309696         1048576     10.4618     10.4748
 X_POSIX       0  write      872       914358272         1048576     10.4748     10.4887
 X_POSIX       0  write      873       915406848         1048576     10.4887     10.5028
 X_POSIX       0  write      874       916455424         1048576     10.5028     10.5158
 X_POSIX       0  write      875       917504000         1048576     10.5158     10.5288
 X_POSIX       0  write      876       918552576         1048576     10.5288     10.5408
 X_POSIX       0  write      877       919601152         1048576     10.5408     10.5528
 X_POSIX       0  write      878       920649728         1048576     10.5528     10.5658
 X_POSIX       0  write      879       921698304         1048576     10.5658     10.5768
 X_POSIX       0  write      880       922746880         1048576     10.5768     10.5888
 X_POSIX       0  write      881       923795456         1048576     10.5888     10.6008
 X_POSIX       0  write      882       924844032         1048576     10.6008     10.6137
 X_POSIX       0  write      883       925892608         1048576     10.6137     10.6268
 X_POSIX       0  write      884       926941184         1048576     10.6268     10.6408
 X_POSIX       0  write      885       927989760         1048576     10.6408     10.6548
 X_POSIX       0  write      886       929038336         1048576     10.6548     10.6688
 X_POSIX       0  write      887       930086912         1048576     10.6688     10.6818
 X_POSIX       0  write      888       931135488         1048576     10.6818     10.6958
 X_POSIX       0  write      889       932184064         1048576     10.6958     10.7078
 X_POSIX       0  write      890       933232640         1048576     10.7078     10.7220
 X_POSIX       0  write      891       934281216         1048576     10.7220     10.7307
 X_POSIX       0  write      892       935329792         1048576     10.7308     10.7419
 X_POSIX       0  write      893       936378368         1048576     10.7419     10.7537
 X_POSIX       0  write      894       937426944         1048576     10.7537     10.7670
 X_POSIX       0  write      895       938475520         1048576     10.7670     10.7767
 X_POSIX       0  write      896       939524096         1048576     10.7768     10.7878
 X_POSIX       0  write      897       940572672         1048576     10.7878     10.7997
 X_POSIX       0  write      898       941621248         1048576     10.7997     10.8128
 X_POSIX       0  write      899       942669824         1048576     10.8128     10.8258
 X_POSIX       0  write      900       943718400         1048576     10.8258     10.8367
 X_POSIX       0  write      901       944766976         1048576     10.8367     10.8488
 X_POSIX       0  write      902       945815552         1048576     10.8488     10.8629
 X_POSIX       0  write      903       946864128         1048576     10.8629     10.8748
 X_POSIX       0  write      904       947912704         1048576     10.8748     10.8887
 X_POSIX       0  write      905       948961280         1048576     10.8888     10.9007
 X_POSIX       0  write      906       950009856         1048576     10.9007     10.9138
 X_POSIX       0  write      907       951058432         1048576     10.9138     10.9268
 X_POSIX       0  write      908       952107008         1048576     10.9268     10.9408
 X_POSIX       0  write      909       953155584         1048576     10.9408     10.9548
 X_POSIX       0  write      910       954204160         1048576     10.9548     10.9692
 X_POSIX       0  write      911       955252736         1048576     10.9692     10.9821
 X_POSIX       0  write      912       956301312         1048576     10.9821     10.9957
 X_POSIX       0  write      913       957349888         1048576     10.9958     11.0098
